Constituency Code,Constituency Name,ID,COMPANY,Company type,Note,website,Percentage of constituency's properties in this area
E14000530,Aldershot,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,100.0%
E14000531,Aldridge-Brownhills,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,100.0%
E14000532,Altrincham and Sale West,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000533,Amber Valley,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000534,Arundel and South Downs,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,73.0%
E14000534,Arundel and South Downs,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,15.2%
E14000534,Arundel and South Downs,PRT,Portsmouth Water,regional water only company,,https://www.portsmouthwater.co.uk/,11.7%
E14000535,Ashfield,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000536,Ashford,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,99.0%
E14000536,Ashford,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.6%
E14000536,Ashford,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.5%
E14000537,Ashton-under-Lyne,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000538,Aylesbury,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,87.3%
E14000538,Aylesbury,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,7.0%
E14000538,Aylesbury,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,5.7%
E14000539,Banbury,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,97.5%
E14000539,Banbury,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,2.5%
E14000539,Banbury,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,0.0%
E14000539,Banbury,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000540,Barking,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,96.6%
E14000540,Barking,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,3.4%
E14000541,Barnsley Central,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000542,Barnsley East,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000543,Barrow and Furness,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000544,Basildon and Billericay,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000545,Basingstoke,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,99.8%
E14000545,Basingstoke,STS,Severn Trent Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.stwater.co.uk/,0.2%
E14000546,Bassetlaw,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,60.2%
E14000546,Bassetlaw,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,39.5%
E14000546,Bassetlaw,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,0.3%
E14000547,Bath,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,100.0%
E14000548,Batley and Spen,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000549,Battersea,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,95.4%
E14000549,Battersea,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,4.6%
E14000550,Beaconsfield,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,62.2%
E14000550,Beaconsfield,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,37.7%
E14000550,Beaconsfield,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,0.2%
E14000551,Beckenham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,98.1%
E14000551,Beckenham,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,1.9%
E14000552,Bedford,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000553,Bermondsey and Old Southwark,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000554,Berwick-upon-Tweed,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000555,Bethnal Green and Bow,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000556,Beverley and Holderness,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,99.9%
E14000556,Beverley and Holderness,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.1%
E14000557,Bexhill and Battle,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,99.3%
E14000557,Bexhill and Battle,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.6%
E14000557,Bexhill and Battle,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,0.1%
E14000558,Bexleyheath and Crayford,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000559,Birkenhead,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000560,"Birmingham, Edgbaston",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.6%
E14000560,"Birmingham, Edgbaston",SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.4%
E14000561,"Birmingham, Erdington",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.0%
E14000561,"Birmingham, Erdington",SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,1.0%
E14000562,"Birmingham, Hall Green",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000563,"Birmingham, Hodge Hill",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000564,"Birmingham, Ladywood",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000564,"Birmingham, Ladywood",SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000565,"Birmingham, Northfield",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000566,"Birmingham, Perry Barr",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000566,"Birmingham, Perry Barr",SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000567,"Birmingham, Selly Oak",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000568,"Birmingham, Yardley",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000569,Bishop Auckland,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000569,Bishop Auckland,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,0.0%
E14000569,Bishop Auckland,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,0.0%
E14000570,Blackburn,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000571,Blackley and Broughton,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000572,Blackpool North and Cleveleys,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000573,Blackpool South,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000574,Blaydon,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000575,Blyth Valley,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000576,Bognor Regis and Littlehampton,PRT,Portsmouth Water,regional water only company,,https://www.portsmouthwater.co.uk/,70.8%
E14000576,Bognor Regis and Littlehampton,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,28.5%
E14000576,Bognor Regis and Littlehampton,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.6%
E14000577,Bolsover,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000578,Bolton North East,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000579,Bolton South East,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000580,Bolton West,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000581,Bootle,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000582,Boston and Skegness,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000583,Bosworth,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000584,Bournemouth East,SWB,Bournemouth Water (part of South West Water),regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000585,Bournemouth West,SWB,Bournemouth Water (part of South West Water),regional water and sewerage company,,https://www.southwestwater.co.uk/,97.8%
E14000585,Bournemouth West,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,2.2%
E14000586,Bracknell,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,97.7%
E14000586,Bracknell,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,1.5%
E14000586,Bracknell,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.8%
E14000587,Bradford East,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000588,Bradford South,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000589,Bradford West,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000590,Braintree,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000590,Braintree,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.0%
E14000590,Braintree,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,0.0%
E14000591,Brent Central,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,76.5%
E14000591,Brent Central,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,23.5%
E14000592,Brent North,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14000592,Brent North,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.0%
E14000593,Brentford and Isleworth,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000594,Brentwood and Ongar,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,69.0%
E14000594,Brentwood and Ongar,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,30.9%
E14000594,Brentwood and Ongar,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.0%
E14000595,Bridgwater and West Somerset,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,99.8%
E14000595,Bridgwater and West Somerset,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,0.2%
E14000595,Bridgwater and West Somerset,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,0.0%
E14000596,Brigg and Goole,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,62.2%
E14000596,Brigg and Goole,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,37.8%
E14000596,Brigg and Goole,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000597,"Brighton, Kemptown",SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,84.8%
E14000597,"Brighton, Kemptown",SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,15.2%
E14000598,"Brighton, Pavilion",SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,100.0%
E14000599,Bristol East,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,100.0%
E14000600,Bristol North West,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,100.0%
E14000601,Bristol South,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,100.0%
E14000602,Bristol West,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,100.0%
E14000603,Broadland,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,99.4%
E14000603,Broadland,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.5%
E14000603,Broadland,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.1%
E14000604,Bromley and Chislehurst,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000605,Bromsgrove,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,97.8%
E14000605,Bromsgrove,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,2.2%
E14000606,Broxbourne,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,94.8%
E14000606,Broxbourne,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,5.2%
E14000607,Broxtowe,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000608,Buckingham,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,57.3%
E14000608,Buckingham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,40.5%
E14000608,Buckingham,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,1.8%
E14000608,Buckingham,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.3%
E14000609,Burnley,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000610,Burton,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,99.9%
E14000610,Burton,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.1%
E14000611,Bury North,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000612,Bury South,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000613,Bury St Edmunds,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,93.8%
E14000613,Bury St Edmunds,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,6.2%
E14000614,Calder Valley,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000614,Calder Valley,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,0.0%
E14000615,Camberwell and Peckham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000616,Camborne and Redruth,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000617,Cambridge,SSC,Cambridge Water (part of South Staffs Water),regional water only company,,https://www.south-staffs-water.co.uk/,100.0%
E14000618,Cannock Chase,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,99.9%
E14000618,Cannock Chase,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.1%
E14000619,Canterbury,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,93.6%
E14000619,Canterbury,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,4.9%
E14000619,Canterbury,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,1.5%
E14000619,Canterbury,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000620,Carlisle,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000621,Carshalton and Wallington,SES,SES Water,regional water only company,,https://seswater.co.uk/,99.3%
E14000621,Carshalton and Wallington,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.7%
E14000622,Castle Point,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000623,Central Devon,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000624,Central Suffolk and North Ipswich,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,69.8%
E14000624,Central Suffolk and North Ipswich,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,30.2%
E14000624,Central Suffolk and North Ipswich,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000625,Charnwood,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000626,Chatham and Aylesford,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,58.7%
E14000626,Chatham and Aylesford,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,41.3%
E14000627,Cheadle,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000628,Chelmsford,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000629,Chelsea and Fulham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000630,Cheltenham,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000631,Chesham and Amersham,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,98.8%
E14000631,Chesham and Amersham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,1.2%
E14000632,Chesterfield,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000633,Chichester,PRT,Portsmouth Water,regional water only company,,https://www.portsmouthwater.co.uk/,78.8%
E14000633,Chichester,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,15.8%
E14000633,Chichester,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,4.5%
E14000633,Chichester,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,0.8%
E14000633,Chichester,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.1%
E14000634,Chingford and Woodford Green,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000635,Chippenham,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,100.0%
E14000636,Chipping Barnet,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14000636,Chipping Barnet,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.0%
E14000637,Chorley,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000638,Christchurch,SWB,Bournemouth Water (part of South West Water),regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000639,Cities of London and Westminster,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000640,City of Chester,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,96.1%
E14000640,City of Chester,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,3.9%
E14000640,City of Chester,WSH,Dŵr Cymru,regional water and sewerage company,,https://www.dwrcymru.com/en,0.0%
E14000641,City of Durham,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000642,Clacton,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,99.5%
E14000642,Clacton,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.5%
E14000643,Cleethorpes,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000644,Colchester,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,99.9%
E14000644,Colchester,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.1%
E14000644,Colchester,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.0%
E14000645,Colne Valley,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000646,Congleton,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000646,Congleton,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000647,Copeland,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000648,Corby,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,96.2%
E14000648,Corby,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,3.8%
E14000649,Coventry North East,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000650,Coventry North West,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000651,Coventry South,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000652,Crawley,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,87.3%
E14000652,Crawley,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,8.1%
E14000652,Crawley,SES,SES Water,regional water only company,,https://seswater.co.uk/,2.4%
E14000652,Crawley,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,2.2%
E14000653,Crewe and Nantwich,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000653,Crewe and Nantwich,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000654,Croydon Central,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000655,Croydon North,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,99.2%
E14000655,Croydon North,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,0.5%
E14000655,Croydon North,SES,SES Water,regional water only company,,https://seswater.co.uk/,0.3%
E14000656,Croydon South,SES,SES Water,regional water only company,,https://seswater.co.uk/,65.3%
E14000656,Croydon South,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,34.6%
E14000656,Croydon South,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,0.1%
E14000657,Dagenham and Rainham,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000658,Darlington,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000659,Dartford,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,87.6%
E14000659,Dartford,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,8.6%
E14000659,Dartford,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,3.3%
E14000659,Dartford,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,0.6%
E14000660,Daventry,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000660,Daventry,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000660,Daventry,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000661,Denton and Reddish,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000662,Derby North,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000662,Derby North,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000663,Derby South,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.1%
E14000663,Derby South,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.9%
E14000664,Derbyshire Dales,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000664,Derbyshire Dales,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000665,Devizes,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,68.8%
E14000665,Devizes,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,22.7%
E14000665,Devizes,VWS,Veolia Water Projects,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.veoliawatertechnologies.co.uk/,8.3%
E14000665,Devizes,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,0.2%
E14000666,Dewsbury,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000667,Don Valley,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,96.7%
E14000667,Don Valley,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,1.7%
E14000667,Don Valley,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,1.6%
E14000668,Doncaster Central,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000669,Doncaster North,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000670,Dover,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,62.3%
E14000670,Dover,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,37.7%
E14000671,Dudley North,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,98.7%
E14000671,Dudley North,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,1.3%
E14000672,Dudley South,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,80.5%
